date,rate,lower bound,upper bound
1970-12-31,-0.282643620855451,-1.0307609391691388,0.46547369745823675
1971-12-31,-0.14003989405732117,-0.8946974351841378,0.6146176470694954
1972-12-31,0.0025638327408086803,-0.7586377763992829,0.7637654418809003
1973-12-31,0.14516755953893856,-0.6225818644885487,0.9129169835664258
1974-12-31,0.2877712863370684,-0.48652960439649806,1.0620721770706347
1975-12-31,0.4303750131351982,-0.3504809042056596,1.211230930476056
1976-12-31,0.5729787399333282,-0.21443567501019634,1.3603931548768526
1977-12-31,0.715582466731458,-0.07839383079552442,1.5095587642584403
1978-12-31,0.8581861935295878,0.057644711676436255,1.6587276753827394
1979-12-31,1.0007899203277177,0.1936800329766788,1.8078998076787567
1980-12-31,1.1433936471258475,0.3297122111134756,1.9570750831382193
1981-12-31,1.2859973739239774,0.4657413216319588,2.106253426215996
1982-12-31,1.4286011007221073,0.601767437709165,2.2554347637350496
1983-12-31,1.571204827520237,0.7377906302447794,2.4046190247956947
1984-12-31,1.713808554318367,0.873810967947803,2.553806140688931
1985-12-31,1.8564122811164967,1.0098285174193462,2.702996044813647
1986-12-31,1.9990160079146266,1.1458433432317534,2.8521886725975
1987-12-31,2.141619734712757,1.281855508004237,3.0013839614212765
1988-12-31,2.2842234615108863,1.4178650724752027,3.15058185054657
1989-12-31,2.426827188309016,1.5538720955714265,3.299782281046605
1990-12-31,2.569430915107146,1.6898766344742429,3.4489851957400495
1991-12-31,2.7120346419052757,1.8258787446828872,3.598190539127664
1992-12-31,2.854638368703406,1.9618784800751417,3.74739825733167
1993-12-31,2.9972420955015355,2.0978758929654004,3.8966082980376706
1994-12-31,3.139845822299666,2.233871034160301,4.045820610439031
1995-12-31,3.2824495490977954,2.36986395301201,4.195035145183581
1996-12-31,3.425053275895925,2.505854697469309,4.3442518543225415
1997-12-31,3.5676570026940553,2.6418433141265565,4.493470691261554
1998-12-31,3.7102607294921848,2.7778298482706405,4.642691610713729
1999-12-31,3.852864456290315,2.91381434392602,4.79191456865461
2000-12-31,3.9954681830884446,3.049796843897927,4.941139522278962
2001-12-31,4.138071909886575,3.1857773898138397,5.09036642995931
2002-12-31,4.2806756366847045,3.32175602216328,5.239595251206129
2003-12-31,4.423279363482834,3.457732780336036,5.388825946629632
2004-12-31,4.565883090280964,3.593707702658866,5.538058477903062
2005-12-31,4.708486817079094,3.729680826430753,5.6872928077274345
2006-12-31,4.851090543877224,3.8656521879567913,5.836528899797657
2007-12-31,4.993694270675354,4.001621822580744,5.9857667187699635
2008-12-31,5.136297997473483,4.137589764716347,6.135006230230619
2009-12-31,5.278901724271614,4.273556047877413,6.284247400665814
2010-12-31,5.421505451069743,4.409520704706772,6.4334901974327146
2011-12-31,5.5641091778678735,4.545483767004134,6.582734588731613
2012-12-31,5.706712904666003,4.681445265752875,6.731980543579131
2013-12-31,5.8493166314641325,4.817405231145839,6.881228031782426
2014-12-31,5.991920358262263,4.953363692610165,7.030477023914361
2015-12-31,6.134524085060392,5.089320678831189,7.179727491289595
2016-12-31,6.277127811858523,5.225276217775482,7.328979405941563
2017-12-31,6.419731538656652,5.361230336713016,7.478232740600289
2018-12-31,6.562335265454783,5.49718306223855,7.627487468671015
2019-12-31,6.704938992252912,5.633134420292218,7.776743564213606
2020-12-31,6.847542719051042,5.769084436179385,7.926001001922698
2021-12-31,6.990146445849172,5.90503313458979,8.075259757108554
2022-12-31,7.1327501726473015,6.040980539616001,8.224519805678602
2023-12-31,7.275353899445432,6.176926674771225,8.373781124119638
2024-12-31,7.417957626243561,6.312871563006473,8.52304368948065
