date,rate,lower bound,upper bound
1970-12-31,-0.6794869188239709,-3.532046274398364,2.173072436750422
1971-12-31,-0.4806527441998345,-3.347673870793801,2.3863683823941324
1972-12-31,-0.2818185695756981,-3.163306453177026,2.59966931402563
1973-12-31,-0.08298439495156174,-2.978943946825579,2.8129751569224553
1974-12-31,0.1158497796725747,-2.7945862784780653,3.026285837823215
1975-12-31,0.31468395429671114,-2.610233376299232,3.239601284892654
1976-12-31,0.5135181289208475,-2.425885169846018,3.4529214276877127
1977-12-31,0.7123523035449839,-2.241541590034564,3.666246197124532
1978-12-31,0.9111864781691204,-2.057202569108129,3.879575525446369
1979-12-31,1.1100206527932568,-1.8728680406058964,4.09290934619241
1980-12-31,1.3088548274173932,-1.6885379393326458,4.3062475941674325
1981-12-31,1.5076890020415297,-1.5042122013292554,4.519590205412315
1982-12-31,1.7065231766656659,-1.3198907638440076,4.732937117175339
1983-12-31,1.9053573512898025,-1.1355735653046826,4.946288267884288
1984-12-31,2.1041915259139388,-0.9512605452914071,5.159643597119285
1985-12-31,2.3030257005380754,-0.7669516445102365,5.373003045586387
1986-12-31,2.5018598751622116,-0.5826468047674496,5.586366555091873
1987-12-31,2.700694049786348,-0.39834596894453345,5.799734068517229
1988-12-31,2.8995282244104845,-0.21404908097383446,6.013105529794803
1989-12-31,3.0983623990346207,-0.029756085814863997,6.226480883884106
1990-12-31,3.2971965736587574,0.15453307056877996,6.439860076748735
1991-12-31,3.496030748282894,0.3388184412318651,6.653243055333923
1992-12-31,3.6948649229070303,0.5231000782693993,6.866629767544661
1993-12-31,3.8936990975311665,0.7073780328379291,7.080020162224404
1994-12-31,4.092533272155302,0.8916523551762761,7.293414189134328
1995-12-31,4.291367446779439,1.0759230946257405,7.506811798933138
1996-12-31,4.4902016214035765,1.2601902996497771,7.720212943157376
1997-12-31,4.689035796027712,1.4444540178531642,7.933617574202259
1998-12-31,4.887869970651849,1.6287142960006866,8.14702564530301
1999-12-31,5.086704145275984,1.8129711800353228,8.360437110516646
2000-12-31,5.285538319900121,1.9972247150959905,8.573851924704252
2001-12-31,5.4843724945242585,2.181474945534821,8.787270043513697
2002-12-31,5.683206669148394,2.3657219149340043,9.000691423362783
2003-12-31,5.882040843772531,2.549965666122218,9.214116021422843
2004-12-31,6.080875018396666,2.734206241190622,9.42754379560271
2005-12-31,6.279709193020803,2.918443681508478,9.640974704533129
2006-12-31,6.47854336764494,3.1026780277383557,9.854408707551524
2007-12-31,6.677377542269076,3.2869093198509725,10.06784576468718
2008-12-31,6.876211716893213,3.4711375971396765,10.281285836646749
2009-12-31,7.07504589151735,3.6553628982345447,10.494728884800155
2010-12-31,7.273880066141485,3.8395852611161576,10.708174871166813
2011-12-31,7.472714240765622,4.023804723129035,10.921623758402209
2012-12-31,7.6715484153897595,4.208021320994726,11.135075509784793
2013-12-31,7.870382590013895,4.392235090824601,11.348530089203189
2014-12-31,8.069216764638032,4.576446068132325,11.561987461143739
2015-12-31,8.268050939262167,4.760654287846027,11.775447590678308
2016-12-31,8.466885113886304,4.944859784320185,11.988910443452424
2017-12-31,8.665719288510441,5.129062591347218,12.202375985673665
2018-12-31,8.864553463134577,5.313262742168801,12.415844184100353
2019-12-31,9.063387637758714,5.497460269486929,12.629315006030499
2020-12-31,9.26222181238285,5.681655205474687,12.842788419291011
2021-12-31,9.461055987006986,5.865847581786798,13.056264392227174
2022-12-31,9.659890161631123,6.050037429569892,13.269742893692355
2023-12-31,9.858724336255259,6.234224779472562,13.483223893037955
2024-12-31,10.057558510879396,6.418409661655175,13.696707360103616
