date,rate,lower bound,upper bound
1970-12-31,-1.1906918588408366,-4.971207527301851,2.589823809620178
1971-12-31,-0.9875849705660433,-4.779272402230451,2.8041024610983643
1972-12-31,-0.78447808229125,-4.587339536778112,3.0183833721956113
1973-12-31,-0.5813711940164566,-4.395408911084749,3.2326665230518357
1974-12-31,-0.37826430574166336,-4.203480505518427,3.4469518940351
1975-12-31,-0.17515741746686997,-4.011554300672145,3.661239465738405
1976-12-31,0.027949470807923316,-3.819630277360683,3.8755292189765296
1977-12-31,0.2310563590827166,-3.627708416617499,4.089821134782932
1978-12-31,0.4341632473575099,-3.4357886996916727,4.304115194406693
1979-12-31,0.6372701356323032,-3.2438711080449067,4.518411379309513
1980-12-31,0.8403770239070967,-3.051955623348568,4.732709671162761
1981-12-31,1.04348391218189,-2.8600422274807844,4.947010051844565
1982-12-31,1.2465908004566832,-2.6681309025235898,5.161312503436956
1983-12-31,1.4496976887314765,-2.4762216307601053,5.375617008223058
1984-12-31,1.6528045770062698,-2.284314394671777,5.589923548684317
1985-12-31,1.855911465281063,-2.092409176935657,5.804232107497784
1986-12-31,2.0590183535558566,-1.9005059604217198,6.018542667533433
1987-12-31,2.26212524183065,-1.708604728190232,6.232855211851532
1988-12-31,2.465232130105443,-1.5167054634891564,6.447169723700043
1989-12-31,2.6683390183802365,-1.3248081497516067,6.66148618651208
1990-12-31,2.8714459066550297,-1.1329127705933333,6.875804583903393
1991-12-31,3.074552794929823,-0.9410193098102528,7.090124899669899
1992-12-31,3.2776596832046163,-0.7491277513760224,7.304447117785255
1993-12-31,3.4807665714794096,-0.5572380794396414,7.518771222398461
1994-12-31,3.683873459754203,-0.36535027832310174,7.7330971978315075
1995-12-31,3.886980348028996,-0.17346433251907012,7.9474250285770625
1996-12-31,4.0900872363037895,0.018419773311395105,8.161754699296184
1997-12-31,4.293194124578583,0.21030205434108407,8.376086194816082
1998-12-31,4.496301012853376,0.4021825255788496,8.590419500127902
1999-12-31,4.699407901128169,0.594061201871777,8.804754600384562
2000-12-31,4.902514789402963,0.7859380979073283,9.019091480898597
2001-12-31,5.105621677677756,0.9778132282154486,9.233430127140064
2002-12-31,5.308728565952549,1.1696866071706387,9.447770524734459
2003-12-31,5.5118354542273424,1.3615582489940037,9.662112659460682
2004-12-31,5.714942342502136,1.553428167755257,9.876456517249014
2005-12-31,5.918049230776929,1.745296377374702,10.090802084179156
2006-12-31,6.121156119051722,1.9371628916251824,10.305149346478263
2007-12-31,6.324263007326516,2.1290277241340014,10.51949829051903
2008-12-31,6.527369895601309,2.320890888384813,10.733848902817805
2009-12-31,6.730476783876102,2.5127523977194786,10.948201170032725
2010-12-31,6.933583672150896,2.704612265339903,11.16255507896189
2011-12-31,7.136690560425689,2.8964705043098364,11.37691061654154
2012-12-31,7.339797448700483,3.0883271275566573,11.591267769844308
2013-12-31,7.542904336975275,3.280182147873113,11.805626526077438
2014-12-31,7.7460112252500695,3.472035577919055,12.019986872581084
2015-12-31,7.949118113524862,3.663887430223122,12.234348796826602
2016-12-31,8.152225001799657,3.8557377171844314,12.448712286414882
2017-12-31,8.35533189007445,4.047586451074204,12.663077329074696
2018-12-31,8.558438778349243,4.2394336440374065,12.87744391266108
2019-12-31,8.761545666624036,4.431279308094333,13.09181202515374
2020-12-31,8.96465255489883,4.623123455142194,13.306181654655466
2021-12-31,9.167759443173622,4.814966096956652,13.520552789390592
2022-12-31,9.370866331448417,5.0068072451933645,13.734925417703469
2023-12-31,9.573973219723209,5.198646911389472,13.949299528056946
2024-12-31,9.777080107998003,5.3904851069651,14.163675109030907
